Artist,Album,Track Name,Track ID,Energy,Key,Loudness,Instrumentalness,Valence,Tempo,Mood
Joey Bada$$,Love Is Only a Feeling,Love Is Only a Feeling,7umZiitjVsEjMQ6HNddpUI,0.676,1,-7.088,0.000325,0.497,90.377,Sad
Travis Scott,Rodeo,90210 (feat. Kacy Hill),51EC3I1nQXpec4gDk0mQyP,0.526,9,-6.741,8.33e-06,0.312,81.404,Sad
Jordan Davis,Bluebird Days,Next Thing You Know,39OclE5hZematADrdfaWvE,0.608,5,-8.253,0.0,0.399,78.534,Sad
Latto,Put It On Da Floor Again (feat. Cardi B),Put It On Da Floor Again (feat. Cardi B),6c6WmIHcHlhccEwSFBhzNa,0.614,1,-7.323,0.0,0.472,111.363,Sad
The Neighbourhood,Hard To Imagine The Neighbourhood Ever Changing,You Get Me So High,7zwn1eykZtZ5LODrf7c0tS,0.881,7,-6.099,0.0791,0.387,88.036,Sad
Mr.Kitty,Time,After Dark,2LKOHdMsL0K9KwcPRlJK2v,0.595,8,-10.444,0.266,0.039,140.037,Sad
JID,The Forever Story (Extended Version),Surround Sound (feat. 21 Savage & Baby Tate),1udwFobQ1JoOdWPQrp2b6u,0.56,5,-7.302,0.0,0.471,75.956,Sad
J. Cole,Born Sinner (Deluxe Version),Power Trip (feat. Miguel),2uwnP6tZVVmTovzX5ELooy,0.608,1,-7.054,0.000198,0.475,99.992,Sad
Taylor Swift,Love Story (Taylor’s Version),Love Story (Taylor’s Version),3CeCwYWvdfXbZLXFhBrbnf,0.79,2,-4.302,3.97e-06,0.416,119.082,Sad
J. Cole,The Off-Season,m y . l i f e (with 21 Savage & Morray),1D3z6HTiQsNmZxjl7F7eoG,0.587,7,-7.026,0.0,0.0753,140.021,Sad
Post Malone,AUSTIN,Too Cool To Die,3FtQes77xlbS9QTVts7p2u,0.79,0,-5.541,0.0,0.44,106.997,Sad
Playboi Carti,Playboi Carti,Location,3yk7PJnryiJ8mAPqsrujzf,0.79,11,-4.213,0.000125,0.371,125.985,Sad
SZA,Ctrl,Broken Clocks,2fXwCWkh6YG5zU1IyvQrbs,0.684,6,-7.364,0.0,0.406,112.912,Sad
Odetari,GMFU (w/ 6arelyhuman),GMFU (w/ 6arelyhuman),4D1k6x4MXTaSnljSvAXhaf,0.778,11,-3.23,0.025,0.278,126.091,Sad
Trippie Redd,A Love Letter To You 4,The Grinch,1W24W6jQegnNh0x5DfBBPT,0.503,8,-6.115,6.36e-05,0.196,162.85,Sad
The Weeknd,"My Dear Melancholy,",Call Out My Name,09mEdoA6zrmBPgTEN5qXmN,0.593,1,-4.954,0.0,0.175,134.17,Sad
J Balvin,OASIS,LA CANCIÓN,0fea68AdmYNygeTGI4RC18,0.646,7,-5.795,1.85e-05,0.429,176.089,Sad
XXXTENTACION,17,Fuck Love (feat. Trippie Redd),7AQim7LbvFVZJE3O8TYgf2,0.533,0,-9.74,0.000152,0.329,131.036,Sad
Metro Boomin,HEROES & VILLAINS,Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage],4WuOWVnAqvEQxgSRrspBgt,0.658,2,-5.567,8.66e-05,0.257,87.933,Sad
The Weeknd,"My Dear Melancholy,",I Was Never There,1cKHdTo9u0ZymJdPGSh6nq,0.737,10,-4.008,0.000162,0.155,113.26,Sad
Sam Hunt,Outskirts,Outskirts,2E0bqoMlIb2xmFyZHRjtzK,0.774,10,-3.685,0.0,0.194,75.07,Sad
Morgan Wallen,One Thing At A Time,Man Made A Bar (feat. Eric Church),73zawW1ttszLRgT9By826D,0.764,4,-5.006,3.07e-05,0.489,147.984,Sad
Rainbow Kitten Surprise,"How to: Friend, Love, Freefall",It's Called: Freefall,474uVhyGgK5MtY9gMcDgGl,0.516,2,-6.365,0.0,0.281,97.944,Sad
